,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,kevin-brockway,lauren-brownlow,jp-butler,jason-butt,jerry-carino,david-cloninger,david-cobb,mark-cooper,graham-couch,richard-croome,gary-damato,chris-dachille,seth-davis,luke-decock,doug-doughty,john-feinstein,justin-ferguson,marcus-fuller,chris-goff,geoff-grammer,doug-haller,bob-holt,cecil-hurt,justin-jackson,joe-juliano,paul-klee,joey-knight,theo-lawson,andrew-lopez,kevin-lyttle,scott-mansch,dave-matter,matt-mccoy,brian-mcinnis,john-mcnamara,kevin-mcnamara,craig-meyer,sheldon-mickles,antonio-morales,chris-murray,jesse-newell,thuc-nhi-nguyen,jon-nyatawa,zach-osterman,tony-parks,bj-rains,joe-rexrode,scott-richey,jon-rothstein,shannon-ryan,lindsay-schnell,carlos-silva,terry-toohey,matt-vautour,dick-vitale,brant-wilkerson,jon-wilner,norm-wood,scott-wolf,scott-gleeson,ben-steele
774,2591,1227,H,arkansas,95,NL,0.5,8,W,85,,24.0,23.0,,24.0,23.0,,,,,,,25.0,21.0,24.0,,,,21.0,,24.0,,24.0,25.0,,25.0,25.0,18.0,25.0,,,24.0,,,,,25.0,22.0,,24.0,,,23.0,,24.0,25.0,22.0,23.0,18.0,25.0,,,,24.0,,,,24.0,,22.0,,,,21.0,24.0,,
825,2757,1230,H,arkansas,95,-220,0.6875,8,W,85,,24.0,23.0,,24.0,23.0,,,,,,,25.0,21.0,24.0,,,,21.0,,24.0,,24.0,25.0,,25.0,25.0,18.0,25.0,,,24.0,,,,,25.0,22.0,,24.0,,,23.0,,24.0,25.0,22.0,23.0,18.0,25.0,,,,24.0,,,,24.0,,22.0,,,,21.0,24.0,,
776,2598,1228,V,creighton,84,190,0.3448275862068966,8,L,142,25.0,25.0,22.0,22.0,,,25.0,,22.0,22.0,25.0,17.0,23.0,,,24.0,,,18.0,,22.0,,23.0,,,23.0,24.0,20.0,24.0,25.0,,23.0,25.0,13.0,25.0,23.0,,,,,25.0,23.0,,24.0,23.0,,,,22.0,23.0,,19.0,,,,22.0,24.0,21.0,25.0,18.0,24.0,23.0,,23.0,19.0,,
847,2867,1231,H,creighton,83,-500,0.8333333333333334,8,W,142,25.0,25.0,22.0,22.0,,,25.0,,22.0,22.0,25.0,17.0,23.0,,,24.0,,,18.0,,22.0,,23.0,,,23.0,24.0,20.0,24.0,25.0,,23.0,25.0,13.0,25.0,23.0,,,,,25.0,23.0,,24.0,23.0,,,,22.0,23.0,,19.0,,,,22.0,24.0,21.0,25.0,18.0,24.0,23.0,,23.0,19.0,,
812,2734,1230,V,florida-state,93,550,0.15384615384615385,8,L,167,24.0,22.0,,24.0,22.0,,24.0,24.0,19.0,18.0,24.0,19.0,22.0,,10.0,,24.0,18.0,,,21.0,,,24.0,,,,25.0,22.0,23.0,24.0,21.0,24.0,25.0,21.0,24.0,24.0,,,,24.0,24.0,20.0,25.0,,20.0,23.0,,24.0,21.0,19.0,24.0,24.0,22.0,,21.0,25.0,,21.0,,23.0,,23.0,,22.0,,
777,2599,1228,H,seton-hall,90,-240,0.7058823529411765,8,W,224,23.0,,25.0,25.0,16.0,,22.0,22.0,25.0,25.0,21.0,20.0,21.0,17.0,14.0,19.0,23.0,21.0,,14.0,,23.0,,22.0,,24.0,19.0,,,24.0,23.0,,18.0,20.0,24.0,25.0,,23.0,22.0,20.0,23.0,21.0,17.0,23.0,25.0,19.0,21.0,25.0,21.0,,24.0,25.0,,,20.0,,19.0,20.0,19.0,,,21.0,18.0,,23.0,,
844,2863,1231,H,seton-hall,75,-700,0.875,8,W,224,23.0,,25.0,25.0,16.0,,22.0,22.0,25.0,25.0,21.0,20.0,21.0,17.0,14.0,19.0,23.0,21.0,,14.0,,23.0,,22.0,,24.0,19.0,,,24.0,23.0,,18.0,20.0,24.0,25.0,,23.0,22.0,20.0,23.0,21.0,17.0,23.0,25.0,19.0,21.0,25.0,21.0,,24.0,25.0,,,20.0,,19.0,20.0,19.0,,,21.0,18.0,,23.0,,
794,2675,1229,H,texas-tech,77,-380,0.7916666666666666,8,W,346,22.0,20.0,20.0,20.0,17.0,21.0,21.0,16.0,21.0,23.0,22.0,,20.0,18.0,,25.0,22.0,24.0,,19.0,17.0,22.0,20.0,19.0,,21.0,21.0,17.0,23.0,21.0,20.0,25.0,19.0,21.0,15.0,21.0,16.0,,21.0,22.0,22.0,25.0,16.0,20.0,20.0,21.0,14.0,20.0,16.0,22.0,18.0,21.0,20.0,18.0,22.0,19.0,20.0,16.0,22.0,24.0,,18.0,24.0,18.0,20.0,,
849,2883,1231,H,cincinnati,82,-3500,0.9722222222222222,8,W,371,20.0,17.0,24.0,23.0,19.0,20.0,20.0,21.0,24.0,24.0,18.0,24.0,19.0,22.0,16.0,17.0,20.0,17.0,20.0,23.0,14.0,21.0,21.0,17.0,,19.0,22.0,,19.0,16.0,18.0,16.0,22.0,15.0,20.0,22.0,19.0,20.0,17.0,21.0,20.0,22.0,,19.0,21.0,18.0,13.0,19.0,,19.0,22.0,23.0,18.0,23.0,23.0,23.0,21.0,18.0,24.0,23.0,20.0,19.0,17.0,17.0,,,
784,2633,1228,H,gonzaga,81,NL,0.5,8,W,373,17.0,16.0,21.0,21.0,20.0,25.0,17.0,20.0,23.0,20.0,19.0,22.0,,25.0,12.0,20.0,18.0,22.0,22.0,21.0,,10.0,22.0,21.0,,22.0,17.0,21.0,21.0,20.0,21.0,12.0,16.0,18.0,22.0,20.0,,18.0,23.0,,16.0,16.0,25.0,22.0,22.0,22.0,16.0,24.0,17.0,24.0,23.0,20.0,22.0,19.0,18.0,,23.0,14.0,18.0,17.0,19.0,22.0,20.0,24.0,13.0,,
833,2805,1230,H,gonzaga,101,-8500,0.9883720930232558,8,W,373,17.0,16.0,21.0,21.0,20.0,25.0,17.0,20.0,23.0,20.0,19.0,22.0,,25.0,12.0,20.0,18.0,22.0,22.0,21.0,,10.0,22.0,21.0,,22.0,17.0,21.0,21.0,20.0,21.0,12.0,16.0,18.0,22.0,20.0,,18.0,23.0,,16.0,16.0,25.0,22.0,22.0,22.0,16.0,24.0,17.0,24.0,23.0,20.0,22.0,19.0,18.0,,23.0,14.0,18.0,17.0,19.0,22.0,20.0,24.0,13.0,,
824,2756,1230,V,tennessee,93,180,0.35714285714285715,8,L,401,21.0,21.0,19.0,17.0,,18.0,23.0,23.0,18.0,13.0,20.0,21.0,16.0,16.0,20.0,22.0,21.0,,17.0,15.0,23.0,20.0,18.0,23.0,,15.0,20.0,23.0,20.0,22.0,19.0,20.0,23.0,,23.0,14.0,,17.0,20.0,14.0,21.0,20.0,21.0,21.0,16.0,24.0,25.0,17.0,14.0,17.0,16.0,17.0,12.0,20.0,19.0,25.0,14.0,25.0,20.0,19.0,18.0,25.0,13.0,20.0,25.0,,
793,2674,1229,V,baylor,53,290,0.2564102564102564,8,L,430,19.0,18.0,18.0,16.0,25.0,,19.0,17.0,20.0,19.0,23.0,8.0,15.0,23.0,23.0,21.0,19.0,19.0,16.0,13.0,20.0,19.0,19.0,18.0,,20.0,18.0,16.0,18.0,17.0,25.0,22.0,20.0,16.0,17.0,19.0,17.0,25.0,18.0,19.0,19.0,18.0,24.0,18.0,19.0,17.0,,18.0,20.0,18.0,20.0,16.0,19.0,,,16.0,13.0,12.0,23.0,16.0,25.0,20.0,,22.0,17.0,,
835,2809,1230,H,arizona,84,-280,0.7368421052631579,8,W,503,18.0,23.0,15.0,19.0,23.0,17.0,18.0,18.0,17.0,21.0,17.0,25.0,17.0,19.0,18.0,14.0,17.0,20.0,11.0,24.0,18.0,16.0,16.0,20.0,,9.0,13.0,19.0,15.0,19.0,17.0,17.0,21.0,23.0,18.0,16.0,20.0,16.0,19.0,18.0,18.0,14.0,18.0,17.0,18.0,23.0,15.0,12.0,25.0,20.0,21.0,22.0,23.0,17.0,17.0,18.0,12.0,,17.0,21.0,15.0,17.0,14.0,14.0,,,
789,2663,1229,H,kentucky,90,-240,0.7058823529411765,8,W,718,11.0,11.0,16.0,10.0,8.0,13.0,13.0,12.0,15.0,11.0,13.0,13.0,18.0,,,11.0,11.0,13.0,,20.0,16.0,13.0,13.0,13.0,,17.0,23.0,24.0,12.0,8.0,14.0,14.0,14.0,10.0,16.0,17.0,9.0,21.0,12.0,15.0,10.0,19.0,19.0,12.0,14.0,11.0,18.0,21.0,23.0,9.0,9.0,10.0,16.0,14.0,13.0,14.0,22.0,11.0,13.0,15.0,12.0,15.0,22.0,15.0,11.0,,
851,2895,1231,H,kentucky,66,-550,0.8461538461538461,8,W,718,11.0,11.0,16.0,10.0,8.0,13.0,13.0,12.0,15.0,11.0,13.0,13.0,18.0,,,11.0,11.0,13.0,,20.0,16.0,13.0,13.0,13.0,,17.0,23.0,24.0,12.0,8.0,14.0,14.0,14.0,10.0,16.0,17.0,9.0,21.0,12.0,15.0,10.0,19.0,19.0,12.0,14.0,11.0,18.0,21.0,23.0,9.0,9.0,10.0,16.0,14.0,13.0,14.0,22.0,11.0,13.0,15.0,12.0,15.0,22.0,15.0,11.0,,
843,2861,1230,H,purdue,98,-5000,0.9803921568627451,8,W,828,15.0,19.0,12.0,18.0,10.0,6.0,15.0,10.0,14.0,14.0,14.0,7.0,13.0,11.0,21.0,16.0,14.0,14.0,10.0,16.0,15.0,12.0,17.0,12.0,,8.0,8.0,14.0,11.0,13.0,11.0,8.0,12.0,22.0,13.0,15.0,14.0,10.0,16.0,16.0,15.0,12.0,10.0,16.0,10.0,16.0,5.0,11.0,9.0,12.0,15.0,18.0,13.0,9.0,15.0,7.0,10.0,8.0,15.0,20.0,16.0,16.0,8.0,13.0,21.0,,
805,2719,1230,H,north-carolina,73,-1400,0.9333333333333333,8,W,873,9.0,9.0,14.0,14.0,15.0,9.0,9.0,15.0,10.0,17.0,15.0,11.0,12.0,14.0,8.0,13.0,7.0,16.0,13.0,9.0,12.0,18.0,11.0,10.0,,18.0,11.0,11.0,16.0,18.0,15.0,10.0,8.0,11.0,12.0,12.0,11.0,14.0,10.0,13.0,9.0,10.0,13.0,14.0,13.0,13.0,6.0,14.0,13.0,16.0,17.0,9.0,11.0,11.0,12.0,13.0,17.0,10.0,14.0,13.0,7.0,14.0,11.0,19.0,12.0,,
819,2750,1230,V,oklahoma,90,120,0.45454545454545453,8,W,891,16.0,8.0,10.0,12.0,13.0,11.0,16.0,19.0,11.0,9.0,16.0,9.0,14.0,10.0,6.0,18.0,15.0,7.0,9.0,18.0,10.0,15.0,9.0,15.0,,10.0,7.0,13.0,8.0,9.0,12.0,6.0,17.0,24.0,10.0,9.0,8.0,8.0,8.0,9.0,17.0,15.0,11.0,15.0,12.0,9.0,19.0,9.0,19.0,15.0,10.0,14.0,8.0,13.0,16.0,8.0,11.0,22.0,16.0,11.0,17.0,12.0,5.0,8.0,7.0,,
796,2690,1229,V,kansas,92,-190,0.6551724137931034,8,W,908,13.0,14.0,13.0,15.0,14.0,12.0,12.0,14.0,12.0,15.0,11.0,18.0,6.0,15.0,11.0,7.0,9.0,12.0,12.0,12.0,6.0,8.0,12.0,11.0,,11.0,12.0,9.0,10.0,7.0,13.0,18.0,11.0,6.0,14.0,13.0,13.0,12.0,15.0,11.0,13.0,17.0,15.0,11.0,7.0,15.0,12.0,10.0,15.0,8.0,11.0,13.0,15.0,16.0,10.0,9.0,18.0,6.0,10.0,12.0,8.0,9.0,19.0,9.0,9.0,,
820,2751,1230,H,tcu,89,-140,0.5833333333333334,8,L,910,14.0,15.0,9.0,7.0,12.0,8.0,14.0,13.0,9.0,7.0,12.0,6.0,11.0,6.0,,15.0,10.0,8.0,23.0,8.0,9.0,11.0,14.0,14.0,,14.0,15.0,12.0,9.0,15.0,10.0,19.0,15.0,9.0,9.0,10.0,15.0,13.0,11.0,10.0,14.0,11.0,7.0,10.0,9.0,8.0,20.0,16.0,7.0,10.0,14.0,12.0,10.0,12.0,8.0,11.0,8.0,17.0,12.0,8.0,10.0,10.0,15.0,12.0,16.0,,
814,2741,1230,H,virginia,59,-1600,0.9411764705882353,8,W,955,12.0,13.0,8.0,9.0,18.0,15.0,11.0,9.0,7.0,10.0,10.0,16.0,10.0,9.0,19.0,9.0,13.0,15.0,8.0,11.0,11.0,14.0,8.0,16.0,,7.0,14.0,10.0,7.0,14.0,9.0,13.0,13.0,14.0,8.0,8.0,18.0,9.0,9.0,8.0,12.0,7.0,9.0,9.0,11.0,14.0,4.0,8.0,12.0,5.0,7.0,7.0,17.0,8.0,14.0,17.0,9.0,19.0,9.0,9.0,14.0,11.0,16.0,11.0,8.0,,
808,2724,1230,V,wichita-state,72,-700,0.875,8,W,976,8.0,12.0,11.0,13.0,7.0,14.0,8.0,8.0,13.0,12.0,8.0,14.0,9.0,12.0,9.0,12.0,12.0,9.0,15.0,10.0,13.0,7.0,10.0,8.0,,12.0,9.0,15.0,17.0,12.0,7.0,11.0,6.0,7.0,11.0,11.0,12.0,11.0,14.0,12.0,8.0,9.0,14.0,8.0,15.0,12.0,11.0,13.0,8.0,13.0,12.0,15.0,9.0,15.0,7.0,15.0,15.0,9.0,8.0,10.0,9.0,5.0,7.0,10.0,10.0,,
791,2668,1229,V,west-virginia,85,-155,0.6078431372549019,8,W,1207,7.0,7.0,7.0,5.0,11.0,7.0,7.0,7.0,6.0,4.0,7.0,5.0,8.0,8.0,17.0,8.0,8.0,6.0,7.0,5.0,5.0,9.0,6.0,7.0,,6.0,10.0,6.0,6.0,6.0,5.0,9.0,9.0,17.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,8.0,6.0,8.0,7.0,8.0,7.0,10.0,4.0,6.0,6.0,5.0,7.0,9.0,6.0,7.0,7.0,6.0,6.0,5.0,7.0,9.0,7.0,5.0,,
769,2574,1227,V,xavier,91,-170,0.6296296296296297,8,W,1222,6.0,6.0,6.0,8.0,6.0,5.0,6.0,6.0,8.0,5.0,6.0,4.0,7.0,7.0,15.0,6.0,6.0,11.0,6.0,6.0,8.0,5.0,7.0,6.0,,13.0,6.0,7.0,14.0,11.0,8.0,5.0,5.0,8.0,7.0,6.0,5.0,6.0,5.0,6.0,6.0,8.0,6.0,7.0,6.0,5.0,9.0,6.0,6.0,11.0,8.0,8.0,6.0,6.0,5.0,5.0,6.0,5.0,7.0,4.0,6.0,6.0,6.0,5.0,15.0,,
815,2743,1230,H,xavier,77,-1600,0.9411764705882353,8,W,1222,6.0,6.0,6.0,8.0,6.0,5.0,6.0,6.0,8.0,5.0,6.0,4.0,7.0,7.0,15.0,6.0,6.0,11.0,6.0,6.0,8.0,5.0,7.0,6.0,,13.0,6.0,7.0,14.0,11.0,8.0,5.0,5.0,8.0,7.0,6.0,5.0,6.0,5.0,6.0,6.0,8.0,6.0,7.0,6.0,5.0,9.0,6.0,6.0,11.0,8.0,8.0,6.0,6.0,5.0,5.0,6.0,5.0,7.0,4.0,6.0,6.0,6.0,5.0,15.0,,
813,2735,1230,H,duke,100,-800,0.8888888888888888,8,W,1413,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,15.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,5.0,4.0,4.0,4.0,7.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,7.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,7.0,3.0,3.0,2.0,4.0,6.0,,
834,2808,1230,V,arizona-state,78,230,0.30303030303030304,8,L,1458,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,10.0,4.0,2.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,1.0,,
790,2667,1229,H,michigan-state,111,NL,0.5,8,W,1535,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,,
859,2923,1231,H,michigan-state,108,-100000,0.999000999000999,8,W,1535,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,,
768,2572,1227,V,villanova,103,-1500,0.9375,8,W,1576,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,,
822,2754,1230,V,villanova,93,-250,0.7142857142857143,8,L,1576,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,,
872,2950,102,V,alabama,75,130,0.43478260869565216,9,L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
933,3192,106,V,alabama,46,100,0.5,9,L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
892,3007,103,H,rhode-island,74,-1000,0.9090909090909091,9,W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,
908,3051,103,H,nevada,92,-900,0.9,9,W,2,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,3222,106,V,nevada,86,-1400,0.9333333333333333,9,W,2,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,3252,106,V,rhode-island,81,-330,0.7674418604651163,9,W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,
873,2954,102,V,auburn,94,190,0.3448275862068966,9,W,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,
893,3012,103,V,syracuse,67,110,0.47619047619047616,9,L,4,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,3211,106,H,syracuse,49,-300,0.75,9,L,4,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,3287,106,H,auburn,88,-190,0.6551724137931034,9,W,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,
898,3030,103,V,st.-bonaventure,72,-125,0.5555555555555556,9,L,7,,,,,24.0,,,,25.0,,,,,24.0,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,3314,106,V,st.-bonaventure,78,-155,0.6078431372549019,9,L,7,,,,,24.0,,,,25.0,,,,,24.0,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,2928,101,V,texas,74,-140,0.5833333333333334,9,W,10,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,3228,106,V,texas,60,125,0.4444444444444444,9,L,10,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,3116,104,V,ucla,99,-145,0.5918367346938775,9,L,14,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,22.0,,,,,25.0,,,,,,,21.0,,,,,,,,25.0,,,,,,,,24.0,,,,,,,,,,,
968,3290,106,V,ucla,107,-350,0.7777777777777778,9,W,14,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,22.0,,,,,25.0,,,,,,,21.0,,,,,,,,25.0,,,,,,,,24.0,,,,,,,,,,,
865,2936,102,V,butler,79,240,0.29411764705882354,9,L,20,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,25.0,,,22.0,25.0,,,,,,,25.0,23.0,24.0,23.0,,,,,23.0,,,,,,,,,,,,,,,,,,25.0,,,
959,3239,106,H,butler,87,-145,0.5918367346938775,9,L,20,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,25.0,,,22.0,25.0,,,,,,,25.0,23.0,24.0,23.0,,,,,23.0,,,,,,,,,,,,,,,,,,25.0,,,
902,3039,103,H,notre-dame,88,-270,0.7297297297297297,9,W,37,,,,,,22.0,,23.0,,,,,25.0,,22.0,24.0,,,,21.0,,,,,,,,,,,24.0,,,23.0,,,20.0,,24.0,,,,,,25.0,,,,,,,,,,,,,,,,,24.0,24.0,,,,
944,3210,106,V,notre-dame,51,240,0.29411764705882354,9,W,37,,,,,,22.0,,23.0,,,,,25.0,,22.0,24.0,,,,21.0,,,,,,,,,,,24.0,,,23.0,,,20.0,,24.0,,,,,,25.0,,,,,,,,,,,,,,,,,24.0,24.0,,,,
895,3021,103,H,creighton,78,-900,0.9,9,W,54,25.0,24.0,25.0,25.0,,,25.0,,,,,23.0,,,,,,,17.0,,,,,,,25.0,,,,,,19.0,,24.0,,,,,,,,24.0,,,,,,,25.0,20.0,,,,,,21.0,24.0,25.0,,23.0,25.0,22.0,,,25.0,,
937,3198,106,V,creighton,90,-250,0.7142857142857143,9,W,54,25.0,24.0,25.0,25.0,,,25.0,,,,,23.0,,,,,,,17.0,,,,,,,25.0,,,,,,19.0,,24.0,,,,,,,,24.0,,,,,,,25.0,20.0,,,,,,21.0,24.0,25.0,,23.0,25.0,22.0,,,25.0,,
864,2935,102,H,baylor,78,105,0.4878048780487805,9,L,81,21.0,,24.0,22.0,,,23.0,25.0,,25.0,25.0,18.0,,,,,23.0,24.0,,23.0,,,24.0,23.0,,,,,,24.0,,,24.0,22.0,22.0,,,,,,22.0,,,,,25.0,,,24.0,,,23.0,,,,20.0,23.0,22.0,25.0,22.0,,,,,23.0,,
954,3229,106,H,baylor,69,-145,0.5918367346938775,9,W,81,21.0,,24.0,22.0,,,23.0,25.0,,25.0,25.0,18.0,,,,,23.0,24.0,,23.0,,,24.0,23.0,,,,,,24.0,,,24.0,22.0,22.0,,,,,,22.0,,,,,25.0,,,24.0,,,23.0,,,,20.0,23.0,22.0,25.0,22.0,,,,,23.0,,
891,3004,103,V,clemson,74,-250,0.7142857142857143,9,W,104,,,,,23.0,20.0,,24.0,,,,,24.0,19.0,25.0,22.0,24.0,21.0,24.0,25.0,20.0,,22.0,25.0,,23.0,24.0,,25.0,,,,22.0,25.0,,25.0,21.0,21.0,22.0,,,,21.0,24.0,23.0,24.0,22.0,24.0,23.0,,25.0,,,25.0,,,,,,,24.0,23.0,,22.0,,,
940,3201,106,H,clemson,74,-300,0.75,9,W,104,,,,,23.0,20.0,,24.0,,,,,24.0,19.0,25.0,22.0,24.0,21.0,24.0,25.0,20.0,,22.0,25.0,,23.0,24.0,,25.0,,,,22.0,25.0,,25.0,21.0,21.0,22.0,,,,21.0,24.0,23.0,24.0,22.0,24.0,23.0,,25.0,,,25.0,,,,,,,24.0,23.0,,22.0,,,
890,3001,103,H,florida-state,81,-120,0.5454545454545454,9,W,118,24.0,25.0,,,25.0,,,22.0,19.0,20.0,24.0,25.0,,,12.0,,,23.0,,,18.0,,,,,,,25.0,24.0,,,17.0,,,21.0,24.0,,,,,,22.0,24.0,25.0,,,23.0,,,23.0,24.0,22.0,23.0,23.0,,19.0,25.0,,21.0,,22.0,,23.0,,21.0,,
994,3414,107,V,florida-state,74,130,0.43478260869565216,9,L,118,24.0,25.0,,,25.0,,,22.0,19.0,20.0,24.0,25.0,,,12.0,,,23.0,,,18.0,,,,,,,25.0,24.0,,,17.0,,,21.0,24.0,,,,,,22.0,24.0,25.0,,,23.0,,,23.0,24.0,22.0,23.0,23.0,,19.0,25.0,,21.0,,22.0,,23.0,,21.0,,
874,2955,102,H,tennessee,84,-240,0.7058823529411765,9,L,198,22.0,22.0,20.0,20.0,,23.0,24.0,,18.0,18.0,23.0,,23.0,21.0,20.0,25.0,25.0,,16.0,22.0,,23.0,23.0,24.0,,24.0,22.0,19.0,22.0,25.0,23.0,18.0,,,25.0,16.0,25.0,18.0,,22.0,24.0,20.0,25.0,23.0,24.0,,25.0,23.0,19.0,25.0,23.0,25.0,21.0,22.0,25.0,25.0,22.0,24.0,24.0,24.0,,,21.0,23.0,22.0,,
977,3321,106,H,tennessee,76,-185,0.6491228070175439,9,W,198,22.0,22.0,20.0,20.0,,23.0,24.0,,18.0,18.0,23.0,,23.0,21.0,20.0,25.0,25.0,,16.0,22.0,,23.0,23.0,24.0,,24.0,22.0,19.0,22.0,25.0,23.0,18.0,,,25.0,16.0,25.0,18.0,,22.0,24.0,20.0,25.0,23.0,24.0,,25.0,23.0,19.0,25.0,23.0,25.0,21.0,22.0,25.0,25.0,22.0,24.0,24.0,24.0,,,21.0,23.0,22.0,,
877,2972,102,V,arkansas,75,-150,0.6,9,L,250,,21.0,19.0,19.0,22.0,21.0,22.0,,24.0,22.0,22.0,24.0,22.0,20.0,23.0,23.0,22.0,,20.0,,,22.0,21.0,21.0,,22.0,21.0,18.0,20.0,23.0,22.0,24.0,23.0,,24.0,21.0,22.0,16.0,25.0,20.0,,25.0,20.0,21.0,21.0,22.0,20.0,21.0,16.0,22.0,20.0,24.0,20.0,21.0,23.0,23.0,,23.0,23.0,18.0,23.0,25.0,20.0,20.0,24.0,,
