,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,jim-benson,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,christian-caple,jerry-carino,andrew-carter,chris-dachille,kieran-darcy,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,ben-frederickson,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,brian-howell,cecil-hurt,marcus-jackson,joey-johnston,joe-juliano,tom-keegan,bill-knight,chris-lang,kevin-lyttle,fletcher-mackel,scott-mansch,brandon-marcello,matt-mccoy,john-mcnamara,kevin-mcnamara,ron-morris,chris-murray,zach-osterman,soren-petro,steve-pivovar,bj-rains,joe-rexrode,randy-rosetta,daniel-shirley,jason-smith,bret-strelow,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,john-werner,tj-werre,gary-williams,jon-wilner,steve-wiseman,scott-wolf,paul-zeise
73,265,1117,H,tulsa,64,-430,0.8113207547169812,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,267,1117,H,gonzaga,72,-445,0.8165137614678899,2,W,13.0,10.0,14.0,11.0,14.0,14.0,11.0,,13.0,13.0,11.0,13.0,14.0,11.0,10.0,9.0,14.0,10.0,11.0,11.0,8.0,,13.0,11.0,11.0,13.0,10.0,14.0,18.0,15.0,13.0,15.0,15.0,12.0,12.0,10.0,10.0,14.0,12.0,16.0,13.0,12.0,7.0,14.0,13.0,17.0,12.0,15.0,17.0,10.0,12.0,13.0,10.0,12.0,13.0,15.0,10.0,11.0,10.0,16.0,13.0,15.0,18.0,15.0,15.0
75,269,1117,H,oregon,83,-730,0.8795180722891566,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,271,1117,H,colorado,90,-645,0.8657718120805369,2,W,,,,19.0,,,,,,,,,,,,,,,14.0,,,,22.0,25.0,23.0,,,24.0,,,,,,,,,,,,,,,19.0,,,,,,,17.0,,,,,,,,,,,,,19.0,,
77,273,1117,H,louisville,88,-40500,0.9975369458128078,2,W,8.0,12.0,5.0,8.0,8.0,7.0,8.0,9.0,7.0,8.0,10.0,8.0,9.0,6.0,9.0,12.0,5.0,8.0,9.0,5.0,10.0,,3.0,7.0,12.0,10.0,8.0,10.0,10.0,8.0,7.0,7.0,9.0,8.0,9.0,8.0,13.0,7.0,11.0,8.0,5.0,7.0,14.0,6.0,5.0,10.0,6.0,8.0,10.0,11.0,6.0,10.0,8.0,8.0,9.0,8.0,8.0,10.0,7.0,10.0,8.0,13.0,8.0,8.0,5.0
78,281,1117,H,iowa,87,-3238,0.9700419412822049,2,W,,,,,,,17.0,20.0,18.0,,,,25.0,,,,,,,,,,,,,,,,,,,,,,25.0,20.0,23.0,24.0,,25.0,,,,,,23.0,,,24.0,,,,,24.0,,,,24.0,,,,,,24.0,
79,283,1117,H,alabama,80,-3238,0.9700419412822049,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,293,1117,H,villanova,81,-54000,0.9981515711645101,2,W,12.0,13.0,17.0,10.0,12.0,11.0,15.0,11.0,15.0,12.0,12.0,12.0,13.0,14.0,11.0,10.0,13.0,14.0,15.0,16.0,13.0,,14.0,12.0,10.0,12.0,14.0,8.0,11.0,12.0,11.0,11.0,12.0,11.0,13.0,12.0,12.0,13.0,13.0,15.0,11.0,10.0,15.0,10.0,17.0,13.0,15.0,13.0,6.0,15.0,14.0,12.0,14.0,13.0,12.0,11.0,15.0,14.0,14.0,12.0,12.0,20.0,11.0,11.0,9.0
81,295,1117,H,michigan,77,-3500,0.9722222222222222,2,W,24.0,22.0,,,,20.0,,,25.0,25.0,25.0,24.0,22.0,24.0,23.0,16.0,24.0,18.0,,19.0,23.0,,,21.0,24.0,24.0,22.0,,20.0,,,24.0,22.0,23.0,23.0,,,18.0,21.0,24.0,,,,20.0,19.0,16.0,23.0,23.0,16.0,,20.0,25.0,,,24.0,22.0,20.0,25.0,23.0,25.0,24.0,25.0,22.0,21.0,
82,299,1117,H,providence,66,-4394,0.9777481085892301,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,302,1118,V,baylor,69,105,0.4878048780487805,2,W,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,303,1118,H,south-carolina,65,-125,0.5555555555555556,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,304,1118,V,wichita-state,71,-530,0.8412698412698413,2,W,11.0,9.0,9.0,7.0,11.0,9.0,9.0,14.0,12.0,9.0,13.0,11.0,10.0,9.0,12.0,8.0,12.0,9.0,12.0,10.0,5.0,,16.0,13.0,8.0,9.0,11.0,9.0,9.0,10.0,10.0,12.0,8.0,9.0,8.0,7.0,11.0,11.0,9.0,12.0,4.0,14.0,11.0,8.0,15.0,8.0,9.0,11.0,14.0,19.0,11.0,9.0,12.0,11.0,11.0,10.0,11.0,12.0,11.0,8.0,11.0,9.0,10.0,10.0,10.0
86,307,1118,H,san-diego-state,53,-210,0.6774193548387096,2,W,16.0,16.0,24.0,14.0,16.0,17.0,13.0,17.0,14.0,14.0,22.0,16.0,19.0,16.0,18.0,14.0,19.0,16.0,17.0,20.0,16.0,,21.0,15.0,20.0,16.0,17.0,13.0,17.0,13.0,16.0,18.0,17.0,20.0,17.0,16.0,17.0,15.0,18.0,14.0,16.0,24.0,,16.0,16.0,18.0,17.0,14.0,23.0,,17.0,14.0,17.0,15.0,20.0,18.0,13.0,17.0,15.0,14.0,16.0,23.0,15.0,17.0,19.0
87,311,1118,H,old-dominion,63,-145,0.5918367346938775,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,317,1118,H,xavier,97,-645,0.8657718120805369,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,318,1118,V,michigan-state,71,335,0.22988505747126436,2,L,18.0,17.0,18.0,23.0,17.0,18.0,25.0,15.0,,22.0,18.0,18.0,16.0,22.0,16.0,18.0,16.0,21.0,20.0,18.0,21.0,,17.0,18.0,16.0,19.0,20.0,15.0,16.0,20.0,19.0,17.0,24.0,21.0,21.0,22.0,21.0,10.0,22.0,18.0,20.0,23.0,,18.0,21.0,21.0,19.0,19.0,18.0,20.0,19.0,17.0,21.0,19.0,16.0,16.0,23.0,21.0,18.0,22.0,18.0,19.0,16.0,14.0,18.0
90,319,1118,H,duke,81,-415,0.8058252427184466,2,W,4.0,2.0,4.0,6.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,,8.0,4.0,4.0,4.0,6.0,5.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,8.0,6.0,8.0,4.0,4.0,4.0,4.0,3.0,1.0,5.0,2.0,3.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,5.0,2.0
91,320,1118,V,northeastern,76,405,0.19801980198019803,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,321,1118,H,florida-state,73,-530,0.8412698412698413,2,L,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,
93,323,1118,H,ohio-state,74,-865,0.8963730569948186,2,W,20.0,19.0,25.0,,22.0,22.0,20.0,,19.0,19.0,20.0,20.0,,18.0,19.0,25.0,18.0,20.0,,23.0,18.0,,19.0,20.0,21.0,20.0,16.0,,21.0,18.0,23.0,19.0,19.0,19.0,22.0,19.0,22.0,17.0,17.0,23.0,21.0,16.0,21.0,23.0,11.0,14.0,20.0,20.0,20.0,13.0,18.0,19.0,,21.0,23.0,19.0,17.0,23.0,19.0,21.0,19.0,24.0,17.0,,20.0
94,331,1118,H,byu,91,-1610,0.9415204678362573,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,
95,333,1118,H,lsu,69,-380,0.7916666666666666,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,
96,334,1118,V,kentucky,72,-325,0.7647058823529411,2,W,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0
97,335,1118,H,kansas,40,265,0.273972602739726,2,L,5.0,5.0,6.0,9.0,6.0,5.0,7.0,6.0,6.0,5.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,5.0,4.0,7.0,6.0,,4.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,9.0,5.0,6.0,6.0,7.0,2.0,4.0,5.0,9.0,5.0,5.0,5.0,8.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,7.0,4.0,5.0,5.0,5.0,8.0,6.0,4.0,7.0
98,341,1118,H,wofford,86,-135,0.574468085106383,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,342,1118,V,northern-iowa,79,130,0.43478260869565216,2,W,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,343,1118,H,stephen-f.-austin,77,-150,0.6,2,L,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,352,1118,V,murray-state,68,-130,0.5652173913043478,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,357,1118,H,butler,70,-1460,0.9358974358974359,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,359,1118,H,boise-state,72,-1865,0.9491094147582697,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,361,1118,H,georgia,80,-1125,0.9183673469387755,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,368,1119,V,oklahoma,63,-195,0.6610169491525424,2,L,19.0,18.0,13.0,12.0,18.0,21.0,24.0,18.0,17.0,18.0,16.0,19.0,20.0,20.0,21.0,22.0,21.0,19.0,23.0,,15.0,,12.0,,15.0,18.0,24.0,17.0,,16.0,18.0,21.0,20.0,18.0,18.0,17.0,19.0,,20.0,17.0,18.0,21.0,,17.0,14.0,15.0,16.0,18.0,21.0,12.0,22.0,18.0,18.0,18.0,22.0,20.0,16.0,16.0,17.0,15.0,20.0,14.0,,19.0,11.0
106,369,1119,H,creighton,65,170,0.37037037037037035,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,371,1119,H,wisconsin,84,-1518,0.9381953028430161,2,W,3.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,,6.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,10.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,6.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0
108,373,1119,H,arkansas,83,-1180,0.921875,2,W,,,,,,,21.0,,24.0,,,,,,,,,,,,25.0,,,,,,,,24.0,,24.0,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,24.0,,
109,377,1119,H,arizona,71,-1518,0.9381953028430161,2,W,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,4.0,2.0,2.0,5.0,4.0,2.0,1.0
110,381,1119,H,gonzaga,94,-6000,0.9836065573770492,2,W,13.0,10.0,14.0,11.0,14.0,14.0,11.0,,13.0,13.0,11.0,13.0,14.0,11.0,10.0,9.0,14.0,10.0,11.0,11.0,8.0,,13.0,11.0,11.0,13.0,10.0,14.0,18.0,15.0,13.0,15.0,15.0,12.0,12.0,10.0,10.0,14.0,12.0,16.0,13.0,12.0,7.0,14.0,13.0,17.0,12.0,15.0,17.0,10.0,12.0,13.0,10.0,12.0,13.0,15.0,10.0,11.0,10.0,16.0,13.0,15.0,18.0,15.0,15.0
111,387,1119,H,cincinnati,69,-620,0.8611111111111112,2,W,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,401,1120,H,michigan,71,NL,0.5,2,W,24.0,22.0,,,,20.0,,,25.0,25.0,25.0,24.0,22.0,24.0,23.0,16.0,24.0,18.0,,19.0,23.0,,,21.0,24.0,24.0,22.0,,20.0,,,24.0,22.0,23.0,23.0,,,18.0,21.0,24.0,,,,20.0,19.0,16.0,23.0,23.0,16.0,,20.0,25.0,,,24.0,22.0,20.0,25.0,23.0,25.0,24.0,25.0,22.0,21.0,
113,403,1120,H,harvard,71,NL,0.5,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,405,1120,H,maryland,66,NL,0.5,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,411,1120,H,alabama,81,-1100,0.9166666666666666,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,415,1120,N,dayton,55,-105,0.5121951219512195,2,W,,,,,,,23.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,417,1120,N,connecticut,65,-1000,0.9090909090909091,2,W,17.0,21.0,19.0,,15.0,12.0,,7.0,20.0,17.0,14.0,17.0,15.0,13.0,17.0,17.0,15.0,17.0,19.0,17.0,19.0,,,16.0,19.0,17.0,18.0,21.0,15.0,19.0,15.0,13.0,21.0,13.0,15.0,21.0,20.0,22.0,16.0,11.0,15.0,20.0,18.0,19.0,18.0,20.0,18.0,16.0,12.0,24.0,15.0,22.0,16.0,17.0,17.0,14.0,,19.0,20.0,20.0,17.0,22.0,,16.0,14.0
118,421,1120,N,west-virginia,91,-550,0.8461538461538461,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,426,1120,N,penn-state,97,-180,0.6428571428571429,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,429,1120,N,south-carolina,69,-1000,0.9090909090909091,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,430,1120,N,texas,71,-180,0.6428571428571429,2,W,10.0,11.0,10.0,3.0,10.0,8.0,6.0,10.0,10.0,10.0,9.0,10.0,11.0,17.0,14.0,6.0,10.0,11.0,5.0,9.0,9.0,,10.0,10.0,7.0,8.0,13.0,7.0,6.0,9.0,12.0,10.0,6.0,17.0,11.0,9.0,7.0,9.0,8.0,13.0,10.0,8.0,6.0,12.0,12.0,7.0,11.0,9.0,9.0,8.0,9.0,11.0,11.0,10.0,8.0,12.0,5.0,7.0,9.0,7.0,10.0,7.0,9.0,13.0,12.0
122,431,1120,N,iowa,57,155,0.39215686274509803,2,L,,,,,,,17.0,20.0,18.0,,,,25.0,,,,,,,,,,,,,,,,,,,,,,25.0,20.0,23.0,24.0,,25.0,,,,,,23.0,,,24.0,,,,,24.0,,,,24.0,,,,,,24.0,
123,432,1120,N,syracuse,59,-240,0.7058823529411765,2,L,23.0,23.0,22.0,,23.0,24.0,,,21.0,23.0,24.0,23.0,21.0,25.0,22.0,,22.0,23.0,25.0,15.0,22.0,,25.0,19.0,22.0,22.0,21.0,22.0,,21.0,22.0,22.0,25.0,22.0,,,,23.0,23.0,21.0,23.0,,,22.0,22.0,,22.0,,22.0,16.0,21.0,24.0,19.0,23.0,,24.0,22.0,20.0,21.0,,23.0,,23.0,22.0,24.0
124,433,1120,N,california,73,200,0.3333333333333333,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,445,1120,H,tennessee,70,NL,0.5,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,447,1120,H,villanova,72,NL,0.5,2,W,12.0,13.0,17.0,10.0,12.0,11.0,15.0,11.0,15.0,12.0,12.0,12.0,13.0,14.0,11.0,10.0,13.0,14.0,15.0,16.0,13.0,,14.0,12.0,10.0,12.0,14.0,8.0,11.0,12.0,11.0,11.0,12.0,11.0,13.0,12.0,12.0,13.0,13.0,15.0,11.0,10.0,15.0,10.0,17.0,13.0,15.0,13.0,6.0,15.0,14.0,12.0,14.0,13.0,12.0,11.0,15.0,14.0,14.0,12.0,12.0,20.0,11.0,11.0,9.0
127,449,1120,H,ucla,107,NL,0.5,2,W,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,25.0,19.0,,25.0,,,,,,,19.0,,22.0,,,,,24.0,,,,,21.0,,,,,,,18.0,,24.0,,,,,,
128,451,1121,H,michigan-state,87,-2775,0.9652173913043478,2,W,18.0,17.0,18.0,23.0,17.0,18.0,25.0,15.0,,22.0,18.0,18.0,16.0,22.0,16.0,18.0,16.0,21.0,20.0,18.0,21.0,,17.0,18.0,16.0,19.0,20.0,15.0,16.0,20.0,19.0,17.0,24.0,21.0,21.0,22.0,21.0,10.0,22.0,18.0,20.0,23.0,,18.0,21.0,21.0,19.0,19.0,18.0,20.0,19.0,17.0,21.0,19.0,16.0,16.0,23.0,21.0,18.0,22.0,18.0,19.0,16.0,14.0,18.0
129,453,1121,H,virginia,59,-870,0.8969072164948454,2,W,9.0,8.0,7.0,5.0,7.0,15.0,10.0,8.0,9.0,11.0,8.0,9.0,7.0,10.0,8.0,15.0,7.0,12.0,8.0,6.0,12.0,,7.0,8.0,13.0,11.0,9.0,12.0,7.0,11.0,8.0,9.0,11.0,10.0,10.0,13.0,6.0,12.0,7.0,10.0,12.0,13.0,5.0,11.0,6.0,9.0,10.0,10.0,7.0,9.0,10.0,8.0,7.0,9.0,7.0,9.0,14.0,8.0,12.0,11.0,9.0,4.0,14.0,7.0,13.0
130,455,1121,H,oregon,78,-300,0.75,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,457,1121,H,georgia,82,-2500,0.9615384615384616,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,459,1121,H,florida,61,-4500,0.9782608695652174,2,W,7.0,7.0,11.0,17.0,9.0,13.0,12.0,4.0,8.0,6.0,7.0,7.0,8.0,8.0,7.0,11.0,8.0,6.0,13.0,8.0,11.0,,11.0,9.0,9.0,7.0,7.0,11.0,8.0,7.0,9.0,8.0,10.0,7.0,7.0,11.0,5.0,8.0,10.0,7.0,3.0,9.0,9.0,9.0,8.0,11.0,8.0,6.0,5.0,14.0,8.0,7.0,9.0,7.0,6.0,7.0,9.0,9.0,8.0,9.0,7.0,6.0,7.0,9.0,8.0
133,461,1121,H,oklahoma-state,82,-2150,0.9555555555555556,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,
134,467,1121,H,louisville,85,-18125,0.9945130315500685,2,W,8.0,12.0,5.0,8.0,8.0,7.0,8.0,9.0,7.0,8.0,10.0,8.0,9.0,6.0,9.0,12.0,5.0,8.0,9.0,5.0,10.0,,3.0,7.0,12.0,10.0,8.0,10.0,10.0,8.0,7.0,7.0,9.0,8.0,9.0,8.0,13.0,7.0,11.0,8.0,5.0,7.0,14.0,6.0,5.0,10.0,6.0,8.0,10.0,11.0,6.0,10.0,8.0,8.0,9.0,8.0,8.0,10.0,7.0,10.0,8.0,13.0,8.0,8.0,5.0
135,469,1121,H,colorado-state,80,-285,0.7402597402597403,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,472,1121,V,kansas-state,60,-150,0.6,2,L,,,,22.0,,,,,,,,,24.0,,,,,25.0,,,,,,,,,,,,,,,,24.0,,24.0,,,,,,18.0,25.0,,,24.0,,,,,,,,,,,19.0,,,,,,,,
137,474,1121,V,pittsburgh,70,-910,0.900990099009901,2,L,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,24.0,,,,23.0,,,,,,,,,,,,,25.0
138,478,1121,N,dayton,64,170,0.37037037037037035,2,L,,,,,,,23.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,479,1121,N,connecticut,75,-195,0.6610169491525424,2,W,17.0,21.0,19.0,,15.0,12.0,,7.0,20.0,17.0,14.0,17.0,15.0,13.0,17.0,17.0,15.0,17.0,19.0,17.0,19.0,,,16.0,19.0,17.0,18.0,21.0,15.0,19.0,15.0,13.0,21.0,13.0,15.0,21.0,20.0,22.0,16.0,11.0,15.0,20.0,18.0,19.0,18.0,20.0,18.0,16.0,12.0,24.0,15.0,22.0,16.0,17.0,17.0,14.0,,19.0,20.0,20.0,17.0,22.0,,16.0,14.0
140,481,1121,N,west-virginia,70,-465,0.8230088495575221,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,489,1121,N,south-carolina,63,-170,0.6296296296296297,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,491,1121,N,penn-state,72,-1025,0.9111111111111111,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,494,1121,N,seton-hall,68,-285,0.7402597402597403,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,496,1121,N,lsu,61,-135,0.574468085106383,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,
145,497,1121,N,old-dominion,70,115,0.46511627906976744,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,500,1121,N,yale,70,-435,0.8130841121495327,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,508,1121,N,iowa,63,-140,0.5833333333333334,2,L,,,,,,,17.0,20.0,18.0,,,,25.0,,,,,,,,,,,,,,,,,,,,,,25.0,20.0,23.0,24.0,,25.0,,,,,,23.0,,,24.0,,,,,24.0,,,,24.0,,,,,,24.0,
148,509,1121,N,syracuse,66,120,0.45454545454545453,2,W,23.0,23.0,22.0,,23.0,24.0,,,21.0,23.0,24.0,23.0,21.0,25.0,22.0,,22.0,23.0,25.0,15.0,22.0,,25.0,19.0,22.0,22.0,21.0,22.0,,21.0,22.0,22.0,25.0,22.0,,,,23.0,23.0,21.0,23.0,,,22.0,22.0,,22.0,,22.0,16.0,21.0,24.0,19.0,23.0,,24.0,22.0,20.0,21.0,,23.0,,23.0,22.0,24.0
149,510,1121,N,california,55,200,0.3333333333333333,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,511,1121,N,texas,71,-240,0.7058823529411765,2,W,10.0,11.0,10.0,3.0,10.0,8.0,6.0,10.0,10.0,10.0,9.0,10.0,11.0,17.0,14.0,6.0,10.0,11.0,5.0,9.0,9.0,,10.0,10.0,7.0,8.0,13.0,7.0,6.0,9.0,12.0,10.0,6.0,17.0,11.0,9.0,7.0,9.0,8.0,13.0,10.0,8.0,6.0,12.0,12.0,7.0,11.0,9.0,9.0,8.0,9.0,11.0,11.0,10.0,8.0,12.0,5.0,7.0,9.0,7.0,10.0,7.0,9.0,13.0,12.0
151,516,1121,N,stanford,89,-405,0.801980198019802,2,W,,,,21.0,25.0,23.0,18.0,,,24.0,,,23.0,,24.0,,,,24.0,,24.0,,,,,,25.0,,25.0,23.0,,25.0,,,,,,,25.0,,25.0,,12.0,,25.0,,,25.0,,,25.0,,25.0,,25.0,,,,,23.0,,,21.0,,
152,517,1121,N,unlv,60,325,0.23529411764705882,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,518,1121,N,temple,54,1869,0.05078720162519045,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,519,1121,N,duke,74,-3006,0.9678042498390212,2,W,4.0,2.0,4.0,6.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,,8.0,4.0,4.0,4.0,6.0,5.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,8.0,6.0,8.0,4.0,4.0,4.0,4.0,3.0,1.0,5.0,2.0,3.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,5.0,2.0
155,520,1121,N,wofford,54,-170,0.6296296296296297,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
