,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,kayla-anderson,john-bednarowski,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,tom-bragg,lauren-brownlow,jeff-call,jerry-carino,david-cloninger,mark-cooper,graham-couch,james-crepea,richard-croome,seth-davis,luke-decock,donna-ditota,john-feinstein,marcus-fuller,scott-gleeson,geoff-grammer,steve-hewitt,drew-hill,brian-holland,bob-holt,cecil-hurt,terry-hutchens,joe-juliano,paul-klee,joey-knight,theo-lawson,scott-mansch,dave-matter,matt-mccoy,brian-mcinnis,kevin-mcnamara,craig-meyer,sheldon-mickles,chris-murray,jesse-newell,thuc-nhi-nguyen,jon-nyatawa,zach-osterman,bruce-pascoe,dave-preston,bj-rains,scott-richey,jon-rothstein,shannon-ryan,carlos-silva,damien-sordelett,ben-steele,edgar-thompson,terry-toohey,dick-vitale,josh-vitale,ken-weinman,john-werner,tj-werre,brant-wilkerson,jon-wilner,scott-wolf,norm-wood
1381,6124,123,V,purdue,79,-125,0.5555555555555556,12,W,111,,,,21.0,,,23.0,,,,,,18.0,,22.0,,14.0,22.0,,,,,22.0,24.0,,19.0,,23.0,,24.0,20.0,24.0,,25.0,25.0,,,,,,,10.0,16.0,,24.0,,,23.0,,,25.0,,,21.0,,,,,,,,,,22.0,20.0
1485,6665,127,H,purdue,73,-125,0.5555555555555556,12,W,111,,,,21.0,,,23.0,,,,,,18.0,,22.0,,14.0,22.0,,,,,22.0,24.0,,19.0,,23.0,,24.0,20.0,24.0,,25.0,25.0,,,,,,,10.0,16.0,,24.0,,,23.0,,,25.0,,,21.0,,,,,,,,,,22.0,20.0
1368,6093,122,H,florida-state,77,-260,0.7222222222222222,12,W,139,20.0,,18.0,,,24.0,,17.0,24.0,23.0,,,,,,21.0,,,,,21.0,,,,,,,,,20.0,,,16.0,15.0,,24.0,,19.0,,,,,,19.0,,,13.0,,,21.0,,16.0,25.0,,25.0,,21.0,,18.0,,,,13.0,,
1489,6678,127,V,florida-state,78,-180,0.6428571428571429,12,W,139,20.0,,18.0,,,24.0,,17.0,24.0,23.0,,,,,,21.0,,,,,21.0,,,,,,,,,20.0,,,16.0,15.0,,24.0,,19.0,,,,,,19.0,,,13.0,,,21.0,,16.0,25.0,,25.0,,21.0,,18.0,,,,13.0,,
1388,6147,123,H,lsu,92,-700,0.875,12,W,154,,18.0,,22.0,25.0,22.0,22.0,,,25.0,23.0,24.0,21.0,,18.0,25.0,18.0,,25.0,,22.0,25.0,23.0,,25.0,21.0,23.0,24.0,,,25.0,,,,19.0,,23.0,,19.0,23.0,18.0,23.0,20.0,22.0,22.0,,24.0,,,24.0,,,22.0,25.0,19.0,21.0,,20.0,,,16.0,,,,24.0
1457,6464,126,V,lsu,86,-270,0.7297297297297297,12,W,154,,18.0,,22.0,25.0,22.0,22.0,,,25.0,23.0,24.0,21.0,,18.0,25.0,18.0,,25.0,,22.0,25.0,23.0,,25.0,21.0,23.0,24.0,,,25.0,,,,19.0,,23.0,,19.0,23.0,18.0,23.0,20.0,22.0,22.0,,24.0,,,24.0,,,22.0,25.0,19.0,21.0,,20.0,,,16.0,,,,24.0
1355,6026,121,V,iowa-state,76,190,0.3448275862068966,12,L,156,,24.0,24.0,17.0,22.0,18.0,,24.0,,20.0,,,23.0,,17.0,,16.0,,23.0,22.0,25.0,19.0,,25.0,,25.0,,25.0,,25.0,21.0,25.0,25.0,23.0,,25.0,21.0,,,25.0,21.0,16.0,19.0,21.0,,23.0,,25.0,25.0,,22.0,25.0,20.0,,21.0,25.0,24.0,,25.0,24.0,18.0,,23.0,,
1429,6372,126,V,iowa-state,87,-125,0.5555555555555556,12,W,156,,24.0,24.0,17.0,22.0,18.0,,24.0,,20.0,,,23.0,,17.0,,16.0,,23.0,22.0,25.0,19.0,,25.0,,25.0,,25.0,,25.0,21.0,25.0,25.0,23.0,,25.0,21.0,,,25.0,21.0,16.0,19.0,21.0,,23.0,,25.0,25.0,,22.0,25.0,20.0,,21.0,25.0,24.0,,25.0,24.0,18.0,,23.0,,
1402,6241,124,H,louisville,84,-200,0.6666666666666666,12,W,230,24.0,,23.0,20.0,21.0,,20.0,25.0,20.0,24.0,21.0,21.0,20.0,15.0,24.0,24.0,23.0,,24.0,,,20.0,20.0,23.0,16.0,,22.0,,,,24.0,22.0,24.0,22.0,,23.0,17.0,21.0,24.0,24.0,25.0,18.0,21.0,,,25.0,23.0,16.0,19.0,16.0,24.0,22.0,,19.0,,20.0,20.0,23.0,24.0,,12.0,21.0,,24.0,21.0
1439,6393,126,H,louisville,66,-650,0.8666666666666667,12,W,230,24.0,,23.0,20.0,21.0,,20.0,25.0,20.0,24.0,21.0,21.0,20.0,15.0,24.0,24.0,23.0,,24.0,,,20.0,20.0,23.0,16.0,,22.0,,,,24.0,22.0,24.0,22.0,,23.0,17.0,21.0,24.0,24.0,25.0,18.0,21.0,,,25.0,23.0,16.0,19.0,16.0,24.0,22.0,,19.0,,20.0,20.0,23.0,24.0,,12.0,21.0,,24.0,21.0
1399,6229,124,H,iowa,67,180,0.35714285714285715,12,L,332,17.0,21.0,15.0,16.0,20.0,16.0,,16.0,23.0,21.0,19.0,23.0,19.0,25.0,23.0,20.0,,17.0,22.0,21.0,19.0,24.0,25.0,19.0,23.0,20.0,21.0,20.0,,18.0,,16.0,20.0,19.0,24.0,18.0,25.0,24.0,16.0,22.0,,,,20.0,21.0,16.0,20.0,24.0,17.0,22.0,16.0,17.0,19.0,24.0,18.0,24.0,22.0,19.0,21.0,19.0,22.0,23.0,18.0,25.0,22.0
1488,6676,127,V,iowa,87,-110,0.5238095238095238,12,L,332,17.0,21.0,15.0,16.0,20.0,16.0,,16.0,23.0,21.0,19.0,23.0,19.0,25.0,23.0,20.0,,17.0,22.0,21.0,19.0,24.0,25.0,19.0,23.0,20.0,21.0,20.0,,18.0,,16.0,20.0,19.0,24.0,18.0,25.0,24.0,16.0,22.0,,,,20.0,21.0,16.0,20.0,24.0,17.0,22.0,16.0,17.0,19.0,24.0,18.0,24.0,22.0,19.0,21.0,19.0,22.0,23.0,18.0,25.0,22.0
1364,6082,122,V,villanova,80,110,0.47619047619047616,12,W,450,16.0,17.0,16.0,15.0,19.0,23.0,12.0,20.0,18.0,15.0,17.0,18.0,17.0,18.0,21.0,19.0,25.0,19.0,17.0,15.0,20.0,14.0,24.0,21.0,22.0,,18.0,18.0,,21.0,13.0,18.0,19.0,17.0,22.0,15.0,18.0,17.0,21.0,19.0,17.0,21.0,23.0,18.0,17.0,18.0,19.0,22.0,20.0,20.0,21.0,21.0,21.0,18.0,20.0,18.0,15.0,18.0,,18.0,21.0,,14.0,23.0,19.0
1487,6673,127,H,villanova,80,-425,0.8095238095238095,12,W,450,16.0,17.0,16.0,15.0,19.0,23.0,12.0,20.0,18.0,15.0,17.0,18.0,17.0,18.0,21.0,19.0,25.0,19.0,17.0,15.0,20.0,14.0,24.0,21.0,22.0,,18.0,18.0,,21.0,13.0,18.0,19.0,17.0,22.0,15.0,18.0,17.0,21.0,19.0,17.0,21.0,23.0,18.0,17.0,18.0,19.0,22.0,20.0,20.0,21.0,21.0,21.0,18.0,20.0,18.0,15.0,18.0,,18.0,21.0,,14.0,23.0,19.0
1361,6076,122,V,auburn,77,-350,0.7777777777777778,12,L,627,21.0,14.0,12.0,24.0,15.0,15.0,15.0,12.0,14.0,19.0,15.0,20.0,24.0,12.0,20.0,17.0,10.0,15.0,19.0,19.0,15.0,18.0,16.0,13.0,19.0,11.0,19.0,12.0,,14.0,14.0,23.0,12.0,20.0,15.0,17.0,12.0,14.0,23.0,16.0,23.0,13.0,10.0,25.0,15.0,13.0,14.0,15.0,22.0,19.0,15.0,13.0,16.0,16.0,11.0,15.0,13.0,14.0,16.0,13.0,24.0,16.0,22.0,14.0,15.0
1471,6512,126,V,auburn,84,-120,0.5454545454545454,12,L,627,21.0,14.0,12.0,24.0,15.0,15.0,15.0,12.0,14.0,19.0,15.0,20.0,24.0,12.0,20.0,17.0,10.0,15.0,19.0,19.0,15.0,18.0,16.0,13.0,19.0,11.0,19.0,12.0,,14.0,14.0,23.0,12.0,20.0,15.0,17.0,12.0,14.0,23.0,16.0,23.0,13.0,10.0,25.0,15.0,13.0,14.0,15.0,22.0,19.0,15.0,13.0,16.0,16.0,11.0,15.0,13.0,14.0,16.0,13.0,24.0,16.0,22.0,14.0,15.0
1369,6094,122,V,texas-tech,45,125,0.4444444444444444,12,L,743,13.0,25.0,19.0,18.0,14.0,19.0,14.0,8.0,13.0,14.0,18.0,12.0,12.0,11.0,12.0,14.0,12.0,18.0,14.0,18.0,14.0,21.0,9.0,14.0,14.0,14.0,16.0,14.0,,12.0,10.0,14.0,14.0,,14.0,14.0,15.0,16.0,11.0,13.0,11.0,12.0,12.0,12.0,13.0,12.0,15.0,19.0,11.0,15.0,14.0,14.0,12.0,15.0,17.0,16.0,17.0,11.0,15.0,16.0,19.0,10.0,16.0,10.0,14.0
1373,6100,122,V,buffalo,75,-500,0.8333333333333334,12,L,743,11.0,13.0,10.0,12.0,16.0,12.0,19.0,14.0,11.0,16.0,13.0,16.0,15.0,8.0,13.0,12.0,22.0,10.0,13.0,10.0,17.0,15.0,15.0,15.0,15.0,16.0,13.0,13.0,,15.0,16.0,17.0,13.0,12.0,17.0,13.0,16.0,13.0,17.0,14.0,13.0,20.0,22.0,13.0,19.0,15.0,10.0,12.0,18.0,13.0,19.0,15.0,14.0,12.0,15.0,13.0,12.0,16.0,13.0,14.0,15.0,15.0,17.0,15.0,13.0
1422,6358,125,V,buffalo,88,-400,0.8,12,W,743,11.0,13.0,10.0,12.0,16.0,12.0,19.0,14.0,11.0,16.0,13.0,16.0,15.0,8.0,13.0,12.0,22.0,10.0,13.0,10.0,17.0,15.0,15.0,15.0,15.0,16.0,13.0,13.0,,15.0,16.0,17.0,13.0,12.0,17.0,13.0,16.0,13.0,17.0,14.0,13.0,20.0,22.0,13.0,19.0,15.0,10.0,12.0,18.0,13.0,19.0,15.0,14.0,12.0,15.0,13.0,12.0,16.0,13.0,14.0,15.0,15.0,17.0,15.0,13.0
1460,6467,126,H,texas-tech,67,-600,0.8571428571428571,12,W,743,13.0,25.0,19.0,18.0,14.0,19.0,14.0,8.0,13.0,14.0,18.0,12.0,12.0,11.0,12.0,14.0,12.0,18.0,14.0,18.0,14.0,21.0,9.0,14.0,14.0,14.0,16.0,14.0,,12.0,10.0,14.0,14.0,,14.0,14.0,15.0,16.0,11.0,13.0,11.0,12.0,12.0,12.0,13.0,12.0,15.0,19.0,11.0,15.0,14.0,14.0,12.0,15.0,17.0,16.0,17.0,11.0,15.0,16.0,19.0,10.0,16.0,10.0,14.0
1346,6014,121,V,maryland,55,325,0.23529411764705882,12,L,751,14.0,15.0,22.0,14.0,12.0,14.0,10.0,23.0,16.0,13.0,14.0,10.0,9.0,13.0,,15.0,13.0,11.0,11.0,13.0,11.0,13.0,13.0,17.0,10.0,13.0,20.0,15.0,,17.0,17.0,13.0,18.0,13.0,11.0,16.0,9.0,11.0,13.0,15.0,15.0,19.0,15.0,7.0,9.0,19.0,17.0,14.0,15.0,14.0,11.0,18.0,18.0,13.0,13.0,14.0,16.0,13.0,14.0,15.0,14.0,17.0,15.0,13.0,12.0
1428,6371,126,H,maryland,67,-450,0.8181818181818182,12,L,751,14.0,15.0,22.0,14.0,12.0,14.0,10.0,23.0,16.0,13.0,14.0,10.0,9.0,13.0,,15.0,13.0,11.0,11.0,13.0,11.0,13.0,13.0,17.0,10.0,13.0,20.0,15.0,,17.0,17.0,13.0,18.0,13.0,11.0,16.0,9.0,11.0,13.0,15.0,15.0,19.0,15.0,7.0,9.0,19.0,17.0,14.0,15.0,14.0,11.0,18.0,18.0,13.0,13.0,14.0,16.0,13.0,14.0,15.0,14.0,17.0,15.0,13.0,12.0
1390,6161,123,H,marquette,79,-425,0.8095238095238095,12,W,861,10.0,12.0,11.0,11.0,13.0,10.0,18.0,15.0,9.0,12.0,12.0,15.0,13.0,14.0,16.0,13.0,17.0,12.0,12.0,8.0,12.0,11.0,14.0,11.0,11.0,18.0,12.0,17.0,,13.0,11.0,12.0,15.0,11.0,10.0,9.0,10.0,12.0,10.0,12.0,14.0,,13.0,11.0,16.0,14.0,18.0,10.0,9.0,11.0,12.0,12.0,17.0,11.0,10.0,11.0,9.0,15.0,11.0,12.0,11.0,11.0,12.0,12.0,11.0
1442,6398,126,V,marquette,87,-145,0.5918367346938775,12,W,861,10.0,12.0,11.0,11.0,13.0,10.0,18.0,15.0,9.0,12.0,12.0,15.0,13.0,14.0,16.0,13.0,17.0,12.0,12.0,8.0,12.0,11.0,14.0,11.0,11.0,18.0,12.0,17.0,,13.0,11.0,12.0,15.0,11.0,10.0,9.0,10.0,12.0,10.0,12.0,14.0,,13.0,11.0,16.0,14.0,18.0,10.0,9.0,11.0,12.0,12.0,17.0,11.0,10.0,11.0,9.0,15.0,11.0,12.0,11.0,11.0,12.0,12.0,11.0
1349,6017,121,H,north-carolina,103,-200,0.6666666666666666,12,W,895,9.0,8.0,14.0,13.0,10.0,13.0,11.0,13.0,10.0,10.0,11.0,11.0,14.0,16.0,9.0,11.0,24.0,13.0,15.0,12.0,13.0,9.0,11.0,12.0,17.0,10.0,10.0,7.0,,11.0,15.0,10.0,10.0,16.0,9.0,12.0,14.0,10.0,14.0,10.0,16.0,7.0,14.0,9.0,10.0,9.0,12.0,17.0,13.0,17.0,13.0,10.0,13.0,14.0,12.0,12.0,10.0,10.0,10.0,10.0,13.0,12.0,11.0,11.0,17.0
1348,6016,121,V,virginia-tech,82,170,0.37037037037037035,12,L,1007,19.0,11.0,13.0,9.0,11.0,11.0,13.0,11.0,12.0,7.0,9.0,7.0,8.0,21.0,11.0,8.0,9.0,9.0,9.0,16.0,9.0,10.0,12.0,8.0,9.0,12.0,8.0,10.0,,8.0,9.0,9.0,9.0,9.0,7.0,11.0,13.0,15.0,8.0,11.0,10.0,8.0,9.0,15.0,11.0,11.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,14.0,9.0,14.0,7.0,12.0,11.0,7.0,9.0,10.0,9.0,9.0
1468,6505,126,H,virginia-tech,78,-320,0.7619047619047619,12,W,1007,19.0,11.0,13.0,9.0,11.0,11.0,13.0,11.0,12.0,7.0,9.0,7.0,8.0,21.0,11.0,8.0,9.0,9.0,9.0,16.0,9.0,10.0,12.0,8.0,9.0,12.0,8.0,10.0,,8.0,9.0,9.0,9.0,9.0,7.0,11.0,13.0,15.0,8.0,11.0,10.0,8.0,9.0,15.0,11.0,11.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,14.0,9.0,14.0,7.0,12.0,11.0,7.0,9.0,10.0,9.0,9.0
1356,6027,121,H,kansas,80,-240,0.7058823529411765,12,W,1060,12.0,10.0,8.0,10.0,9.0,9.0,8.0,10.0,15.0,9.0,10.0,8.0,7.0,10.0,8.0,7.0,11.0,8.0,7.0,11.0,10.0,12.0,10.0,10.0,7.0,7.0,7.0,11.0,,9.0,6.0,11.0,8.0,10.0,13.0,10.0,11.0,7.0,6.0,9.0,9.0,9.0,11.0,10.0,12.0,7.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0,9.0,9.0,10.0,11.0,12.0,9.0,9.0,9.0,13.0,7.0,7.0,10.0
1462,6472,126,V,kansas,63,200,0.3333333333333333,12,L,1060,12.0,10.0,8.0,10.0,9.0,9.0,8.0,10.0,15.0,9.0,10.0,8.0,7.0,10.0,8.0,7.0,11.0,8.0,7.0,11.0,10.0,12.0,10.0,10.0,7.0,7.0,7.0,11.0,,9.0,6.0,11.0,8.0,10.0,13.0,10.0,11.0,7.0,6.0,9.0,9.0,9.0,11.0,10.0,12.0,7.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0,9.0,9.0,10.0,11.0,12.0,9.0,9.0,9.0,13.0,7.0,7.0,10.0
1363,6079,122,H,kentucky,76,-330,0.7674418604651163,12,W,1087,8.0,7.0,9.0,7.0,8.0,7.0,7.0,9.0,8.0,11.0,8.0,13.0,10.0,7.0,10.0,10.0,7.0,14.0,10.0,9.0,8.0,8.0,7.0,9.0,12.0,9.0,11.0,9.0,,10.0,8.0,8.0,11.0,8.0,12.0,8.0,7.0,8.0,12.0,8.0,12.0,11.0,7.0,8.0,8.0,10.0,11.0,11.0,14.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,9.0,8.0,8.0,10.0,8.0,8.0,16.0,8.0
1463,6473,126,H,kentucky,71,-250,0.7142857142857143,12,W,1087,8.0,7.0,9.0,7.0,8.0,7.0,7.0,9.0,8.0,11.0,8.0,13.0,10.0,7.0,10.0,10.0,7.0,14.0,10.0,9.0,8.0,8.0,7.0,9.0,12.0,9.0,11.0,9.0,,10.0,8.0,8.0,11.0,8.0,12.0,8.0,7.0,8.0,12.0,8.0,12.0,11.0,7.0,8.0,8.0,10.0,11.0,11.0,14.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,9.0,8.0,8.0,10.0,8.0,8.0,16.0,8.0
1395,6177,123,H,nevada,100,-4000,0.975609756097561,12,W,1143,7.0,9.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,8.0,7.0,9.0,11.0,9.0,15.0,9.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,9.0,8.0,,7.0,12.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,9.0,7.0,8.0,15.0,8.0,14.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,9.0,8.0,7.0
1347,6015,121,H,michigan-state,69,-425,0.8095238095238095,12,W,1355,6.0,6.0,6.0,5.0,6.0,2.0,4.0,6.0,5.0,6.0,6.0,6.0,1.0,4.0,3.0,6.0,4.0,1.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,,5.0,3.0,6.0,6.0,3.0,6.0,5.0,4.0,4.0,7.0,5.0,6.0,3.0,4.0,6.0,4.0,6.0,4.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,3.0,6.0,6.0,3.0
1398,6228,124,V,michigan-state,82,-220,0.6875,12,W,1355,6.0,6.0,6.0,5.0,6.0,2.0,4.0,6.0,5.0,6.0,6.0,6.0,1.0,4.0,3.0,6.0,4.0,1.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,,5.0,3.0,6.0,6.0,3.0,6.0,5.0,4.0,4.0,7.0,5.0,6.0,3.0,4.0,6.0,4.0,6.0,4.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,3.0,6.0,6.0,3.0
1484,6664,127,V,michigan-state,63,105,0.4878048780487805,12,L,1355,6.0,6.0,6.0,5.0,6.0,2.0,4.0,6.0,5.0,6.0,6.0,6.0,1.0,4.0,3.0,6.0,4.0,1.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,,5.0,3.0,6.0,6.0,3.0,6.0,5.0,4.0,4.0,7.0,5.0,6.0,3.0,4.0,6.0,4.0,6.0,4.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,3.0,6.0,6.0,3.0
1372,6099,122,H,michigan,59,-900,0.9,12,W,1363,3.0,5.0,4.0,6.0,4.0,3.0,5.0,4.0,6.0,3.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,4.0,4.0,6.0,5.0,5.0,4.0,6.0,3.0,,4.0,7.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,6.0,4.0,6.0,5.0,4.0,6.0,2.0,5.0,5.0,4.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,5.0,3.0,5.0,6.0,2.0,5.0,5.0
1421,6356,125,V,michigan,69,-225,0.6923076923076923,12,W,1363,3.0,5.0,4.0,6.0,4.0,3.0,5.0,4.0,6.0,3.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,4.0,4.0,6.0,5.0,5.0,4.0,6.0,3.0,,4.0,7.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,6.0,4.0,6.0,5.0,4.0,6.0,2.0,5.0,5.0,4.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,5.0,3.0,5.0,6.0,2.0,5.0,5.0
1413,6278,124,V,gonzaga,98,-5000,0.9803921568627451,12,W,1374,2.0,3.0,5.0,2.0,5.0,4.0,6.0,5.0,4.0,5.0,4.0,2.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,2.0,6.0,5.0,4.0,4.0,2.0,6.0,4.0,6.0,,6.0,2.0,5.0,2.0,6.0,4.0,6.0,6.0,6.0,5.0,3.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,2.0,5.0,2.0,6.0,5.0,6.0,2.0,4.0,4.0,6.0,4.0,2.0,6.0,6.0,5.0,5.0,2.0,6.0
1375,6107,122,H,virginia,68,-4750,0.979381443298969,12,W,1451,5.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,4.0,,3.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0
1435,6384,126,V,virginia,82,-900,0.9,12,W,1451,5.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,4.0,,3.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0
1376,6108,122,V,duke,79,-900,0.9,12,W,1520,4.0,2.0,2.0,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,,2.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0
1430,6375,126,H,duke,66,-6000,0.9836065573770492,12,W,1520,4.0,2.0,2.0,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,,2.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0
1386,6144,123,V,tennessee,88,-500,0.8333333333333334,12,W,1575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1454,6443,126,H,tennessee,83,-2000,0.9523809523809523,12,W,1575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1531,6792,130,V,syracuse,77,-155,0.6078431372549019,13,W,3,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,7104,202,V,syracuse,65,-155,0.6078431372549019,13,W,3,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,6986,201,V,davidson,75,-125,0.5555555555555556,13,W,5,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,6745,129,H,nebraska,51,-170,0.6296296296296297,13,L,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,
1586,7052,202,V,nebraska,64,-145,0.5918367346938775,13,L,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,
1498,6700,128,V,tcu,65,220,0.3125,13,L,7,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,25.0,,,,,,,,,,,,,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,
1610,7136,202,V,tcu,64,180,0.35714285714285715,13,L,7,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,25.0,,,,,,,,,,,,,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,
1597,7086,202,V,hofstra,61,125,0.4444444444444444,13,L,9,,,25.0,25.0,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,
1557,6938,131,V,wofford,76,-310,0.7560975609756098,13,W,10,,,,24.0,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,
1622,7176,202,V,wofford,99,-1000,0.9090909090909091,13,W,10,,,,24.0,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,
1565,6989,201,H,iowa,74,200,0.3333333333333333,13,W,28,,,23.0,,,,,22.0,,,,,25.0,,22.0,,,,,,,,,24.0,,,,,,,,23.0,,,,,,,25.0,,,,,,,,23.0,,,,,,,,,,,,22.0,,,,,23.0,
1497,6699,128,H,oklahoma,47,-260,0.7222222222222222,13,L,41,,,,,,,,,22.0,,,,,,25.0,,,16.0,,,,,,,,,,,,,22.0,,,,25.0,,,,22.0,,23.0,21.0,,,,,20.0,,,,,,,25.0,,,,,,25.0,,,,,25.0
1572,7008,202,V,oklahoma,71,-145,0.5918367346938775,13,L,41,,,,,,,,,22.0,,,,,,25.0,,,16.0,,,,,,,,,,,,,22.0,,,,25.0,,,,22.0,,23.0,21.0,,,,,20.0,,,,,,,25.0,,,,,,25.0,,,,,25.0
