,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,mike-barber,john-bohnenkamp,dave-borges,rick-bozich,kevin-brockway,jp-butler,jason-butt,christian-caple,jerry-carino,david-cloninger,richard-croome,chris-dachille,seth-davis,doug-doughty,john-feinstein,justin-ferguson,clay-fowler,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,cecil-hurt,joe-juliano,hugh-kellenberger,paul-klee,joe-leadingham,andrew-lopez,kevin-lyttle,scott-mansch,matt-mccoy,john-mcnamara,kevin-mcnamara,craig-meyer,sheldon-mickles,mandy-mitchell,chris-murray,patrick-murray,jon-nyatawa,dana-oneil,zach-osterman,tod-palmer,tony-parks,soren-petro,krista-pirtle,bj-rains,scott-richey,jon-rothstein,shannon-ryan,stephen-schramm,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,jon-wilner,steve-wiseman,scott-wolf,mark-berman,craig-handel,graham-couch
71,290,1115,V,oregon,49,115,0.46511627906976744,2,L,5.0,4.0,6.0,4.0,2.0,4.0,5.0,7.0,5.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,9.0,5.0,4.0,5.0,5.0,2.0,4.0,3.0,6.0,4.0,4.0,5.0,13.0,5.0,8.0,4.0,4.0,3.0,10.0,5.0,2.0,3.0,5.0,5.0,4.0,7.0,10.0,5.0,6.0,5.0,8.0,3.0,4.0,5.0,6.0,5.0,6.0,4.0,5.0,8.0,7.0,8.0,10.0,8.0,2.0,9.0,5.0,4.0,9.0
72,291,1115,H,baylor,66,-135,0.574468085106383,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,292,1115,V,maryland,76,270,0.2702702702702703,2,W,,,21.0,,,,24.0,23.0,24.0,23.0,23.0,24.0,,21.0,25.0,25.0,,,,,,,,,,21.0,,,,,24.0,,,,19.0,25.0,,,25.0,19.0,17.0,,,25.0,16.0,22.0,,,23.0,22.0,,,,,16.0,,25.0,,,18.0,,,,,
74,301,1115,H,north-carolina,93,-4500,0.9782608695652174,2,W,6.0,8.0,4.0,7.0,9.0,3.0,4.0,3.0,4.0,7.0,7.0,8.0,5.0,7.0,9.0,5.0,4.0,4.0,7.0,3.0,8.0,3.0,3.0,4.0,7.0,6.0,6.0,4.0,3.0,4.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0,5.0,4.0,4.0,5.0,6.0,3.0,4.0,3.0,6.0,5.0,5.0,6.0,4.0,8.0,11.0,7.0,6.0,4.0,7.0,6.0,3.0,4.0,6.0,5.0,8.0,4.0,3.0,7.0
75,310,1115,V,wisconsin,67,-125,0.5555555555555556,2,L,9.0,10.0,8.0,10.0,10.0,5.0,11.0,11.0,9.0,12.0,10.0,11.0,9.0,9.0,7.0,7.0,8.0,10.0,9.0,11.0,10.0,9.0,9.0,8.0,10.0,10.0,11.0,10.0,12.0,9.0,10.0,8.0,11.0,5.0,8.0,8.0,9.0,8.0,9.0,7.0,9.0,10.0,6.0,11.0,7.0,11.0,10.0,6.0,7.0,11.0,10.0,4.0,9.0,12.0,9.0,11.0,11.0,12.0,11.0,12.0,9.0,10.0,8.0,2.0,8.0
76,311,1115,H,creighton,79,105,0.4878048780487805,2,W,21.0,19.0,24.0,18.0,,25.0,22.0,20.0,,22.0,20.0,,20.0,,20.0,,,21.0,25.0,21.0,21.0,19.0,25.0,20.0,21.0,18.0,,19.0,,19.0,23.0,25.0,,21.0,25.0,21.0,24.0,22.0,21.0,,,21.0,23.0,19.0,24.0,20.0,,25.0,18.0,21.0,,,16.0,21.0,21.0,21.0,22.0,,,,20.0,21.0,17.0,19.0,25.0
77,318,1115,N,michigan-state,48,280,0.2631578947368421,2,L,14.0,16.0,19.0,14.0,16.0,19.0,13.0,15.0,12.0,11.0,12.0,15.0,11.0,13.0,12.0,16.0,16.0,14.0,12.0,15.0,16.0,16.0,17.0,12.0,13.0,15.0,19.0,14.0,8.0,15.0,15.0,17.0,9.0,16.0,13.0,14.0,14.0,16.0,16.0,14.0,15.0,14.0,17.0,12.0,19.0,12.0,16.0,15.0,20.0,14.0,16.0,13.0,17.0,11.0,12.0,15.0,15.0,18.0,13.0,15.0,13.0,19.0,,17.0,13.0
78,319,1115,N,kentucky,69,-340,0.7727272727272727,2,W,3.0,2.0,3.0,2.0,3.0,6.0,2.0,4.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,6.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,6.0,1.0,2.0
79,320,1115,N,kansas,77,115,0.46511627906976744,2,W,7.0,6.0,12.0,6.0,5.0,10.0,8.0,6.0,8.0,4.0,6.0,9.0,8.0,6.0,6.0,10.0,7.0,6.0,8.0,7.0,6.0,11.0,7.0,7.0,5.0,7.0,10.0,9.0,6.0,8.0,9.0,7.0,8.0,11.0,7.0,11.0,7.0,7.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,10.0,7.0,10.0,9.0,7.0,5.0,7.0,5.0,8.0,7.0,5.0,5.0,7.0,7.0,9.0,7.0,6.0,7.0,13.0,4.0
80,321,1115,N,duke,75,-135,0.574468085106383,2,L,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,6.0,1.0
81,326,1115,V,monmouth,69,200,0.3333333333333333,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0
82,327,1115,H,south-carolina,70,-240,0.7058823529411765,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,335,1115,H,florida-state,99,-1400,0.9333333333333333,2,W,,,,,24.0,,,,,,,,21.0,,21.0,20.0,,,,24.0,,,24.0,24.0,,,,21.0,,,,,,,23.0,,18.0,,,,21.0,,,24.0,,23.0,,,21.0,,20.0,,21.0,20.0,,,,15.0,24.0,23.0,25.0,,,20.0,
84,339,1115,H,kansas-state,81,-1100,0.9166666666666666,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,341,1115,H,vanderbilt,80,-210,0.6774193548387096,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,347,1115,H,arizona,78,-2150,0.9555555555555556,2,W,11.0,11.0,11.0,11.0,12.0,11.0,7.0,10.0,7.0,10.0,11.0,10.0,10.0,8.0,11.0,9.0,5.0,8.0,10.0,10.0,12.0,6.0,10.0,10.0,11.0,11.0,9.0,11.0,7.0,13.0,7.0,9.0,7.0,8.0,6.0,9.0,12.0,9.0,8.0,10.0,8.0,5.0,11.0,7.0,9.0,8.0,9.0,7.0,10.0,10.0,4.0,10.0,11.0,9.0,10.0,10.0,9.0,4.0,12.0,4.0,8.0,13.0,10.0,12.0,10.0
87,348,1116,V,northwestern,68,290,0.2564102564102564,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,349,1116,H,butler,70,-350,0.7777777777777778,2,W,,,,24.0,,,,,,,,,,,17.0,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,24.0,,,,
89,351,1116,H,rhode-island,79,-9000,0.989010989010989,2,W,22.0,20.0,,19.0,17.0,23.0,23.0,,25.0,21.0,21.0,21.0,23.0,,23.0,24.0,19.0,20.0,23.0,,17.0,14.0,,21.0,22.0,23.0,,23.0,,17.0,21.0,19.0,16.0,24.0,,22.0,,20.0,24.0,,,20.0,24.0,22.0,,21.0,22.0,,19.0,23.0,17.0,21.0,20.0,18.0,23.0,20.0,23.0,22.0,,,22.0,24.0,18.0,18.0,
90,353,1116,H,wichita-state,80,-5800,0.9830508474576272,2,W,,25.0,,,,,,,,,,,,,,,,,,,,,,22.0,25.0,22.0,,,24.0,,,,,,,,,23.0,,,,,,,,,25.0,,,,,,25.0,,,,,,,17.0,,25.0,,22.0,20.0
91,363,1116,H,california,75,-2000,0.9523809523809523,2,W,,,22.0,23.0,,,,,,,,,,19.0,,,21.0,23.0,22.0,,24.0,,,,24.0,,21.0,,,20.0,,,,,,,,,20.0,22.0,,22.0,25.0,,23.0,24.0,21.0,,,,18.0,24.0,,,,25.0,21.0,10.0,,,,,,,15.0
92,367,1116,H,illinois-state,75,-270,0.7297297297297297,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,378,1117,V,arkansas-state,78,2500,0.038461538461538464,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,381,1117,H,florida,73,-1400,0.9333333333333333,2,W,,,,,,17.0,,,,,,,,,,,,,,,,,21.0,,,,20.0,,22.0,21.0,,,,,,,,21.0,,,,,,,25.0,,23.0,,,,,,,,,,,,,,,,,,
95,382,1117,V,temple,67,140,0.4166666666666667,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,387,1117,H,louisville,88,-4750,0.979381443298969,2,W,12.0,13.0,17.0,12.0,18.0,8.0,12.0,13.0,13.0,16.0,13.0,14.0,15.0,12.0,8.0,14.0,12.0,13.0,13.0,12.0,15.0,13.0,13.0,15.0,12.0,12.0,13.0,12.0,9.0,11.0,12.0,16.0,18.0,15.0,11.0,12.0,13.0,14.0,13.0,13.0,14.0,17.0,12.0,14.0,13.0,15.0,12.0,11.0,13.0,12.0,15.0,12.0,12.0,16.0,11.0,13.0,12.0,19.0,5.0,10.0,10.0,12.0,,25.0,
97,391,1117,H,ohio-state,72,-270,0.7297297297297297,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,
98,394,1117,V,rutgers,66,105,0.4878048780487805,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,396,1117,V,seton-hall,91,110,0.47619047619047616,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,22.0,,
100,399,1117,H,colorado,89,-4000,0.975609756097561,2,W,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,
101,400,1117,V,valparaiso,54,700,0.125,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,401,1117,H,oregon,76,-1100,0.9166666666666666,2,W,5.0,4.0,6.0,4.0,2.0,4.0,5.0,7.0,5.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,9.0,5.0,4.0,5.0,5.0,2.0,4.0,3.0,6.0,4.0,4.0,5.0,13.0,5.0,8.0,4.0,4.0,3.0,10.0,5.0,2.0,3.0,5.0,5.0,4.0,7.0,10.0,5.0,6.0,5.0,8.0,3.0,4.0,5.0,6.0,5.0,6.0,4.0,5.0,8.0,7.0,8.0,10.0,8.0,2.0,9.0,5.0,4.0,9.0
103,402,1117,V,connecticut,65,-260,0.7222222222222222,2,W,,,25.0,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
104,407,1117,H,ucla,88,-21500,0.9953703703703703,2,W,16.0,14.0,14.0,17.0,11.0,,16.0,19.0,18.0,18.0,16.0,18.0,17.0,18.0,18.0,11.0,18.0,18.0,17.0,16.0,11.0,8.0,12.0,19.0,16.0,19.0,18.0,16.0,14.0,23.0,16.0,12.0,17.0,14.0,18.0,16.0,8.0,19.0,10.0,15.0,20.0,15.0,16.0,20.0,,13.0,11.0,18.0,16.0,17.0,25.0,15.0,15.0,13.0,20.0,12.0,17.0,13.0,20.0,25.0,16.0,16.0,16.0,24.0,12.0
105,408,1117,N,clemson,95,-165,0.6226415094339622,2,W,,,,,,24.0,,,,,,,,,,23.0,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,410,1117,N,xavier,83,-1400,0.9333333333333333,2,W,8.0,7.0,10.0,8.0,8.0,14.0,9.0,9.0,11.0,8.0,8.0,7.0,12.0,14.0,14.0,12.0,15.0,7.0,14.0,8.0,9.0,12.0,15.0,11.0,8.0,9.0,7.0,8.0,11.0,6.0,11.0,11.0,10.0,7.0,14.0,10.0,11.0,11.0,11.0,11.0,10.0,11.0,14.0,10.0,11.0,4.0,19.0,13.0,11.0,8.0,9.0,8.0,8.0,5.0,13.0,6.0,8.0,16.0,9.0,7.0,12.0,5.0,15.0,10.0,17.0
107,415,1117,N,oklahoma,89,-1500,0.9375,2,W,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,23.0,,,,,,,24.0,,,,,,,,,,,,,,,,,
108,417,1117,N,villanova,76,-6000,0.9836065573770492,2,W,1.0,3.0,2.0,3.0,7.0,2.0,3.0,2.0,3.0,6.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,7.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,5.0,4.0,1.0,1.0,5.0,6.0
109,424,1117,N,pittsburgh,67,190,0.3448275862068966,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,426,1117,N,michigan,79,-110,0.5238095238095238,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,427,1117,N,marquette,61,-110,0.5238095238095238,2,L,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,431,1117,H,texas,85,-4250,0.9770114942528736,2,W,20.0,23.0,5.0,21.0,22.0,18.0,,18.0,23.0,20.0,,20.0,,23.0,,,23.0,25.0,,22.0,22.0,,,,20.0,25.0,,,,,20.0,22.0,25.0,20.0,21.0,20.0,,,19.0,20.0,22.0,19.0,,,17.0,25.0,,,,18.0,19.0,,,19.0,22.0,19.0,19.0,23.0,18.0,,,14.0,,15.0,24.0
113,441,1118,H,purdue,64,NL,0.5,2,W,15.0,17.0,18.0,13.0,23.0,12.0,15.0,14.0,16.0,14.0,15.0,13.0,13.0,15.0,15.0,,13.0,15.0,15.0,14.0,18.0,17.0,11.0,14.0,15.0,14.0,12.0,13.0,18.0,12.0,13.0,15.0,21.0,10.0,12.0,15.0,17.0,12.0,18.0,17.0,13.0,16.0,15.0,15.0,12.0,14.0,15.0,14.0,14.0,15.0,13.0,17.0,13.0,15.0,14.0,17.0,13.0,21.0,15.0,24.0,14.0,15.0,11.0,,14.0
114,442,1118,V,usc,65,240,0.29411764705882354,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,448,1118,V,ohio,67,-170,0.6296296296296297,2,W,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,453,1118,H,arkansas,71,-850,0.8947368421052632,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,457,1118,H,nevada,83,-460,0.8214285714285714,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,458,1118,V,north-carolina,83,-6000,0.9836065573770492,2,W,6.0,8.0,4.0,7.0,9.0,3.0,4.0,3.0,4.0,7.0,7.0,8.0,5.0,7.0,9.0,5.0,4.0,4.0,7.0,3.0,8.0,3.0,3.0,4.0,7.0,6.0,6.0,4.0,3.0,4.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0,5.0,4.0,4.0,5.0,6.0,3.0,4.0,3.0,6.0,5.0,5.0,6.0,4.0,8.0,11.0,7.0,6.0,4.0,7.0,6.0,3.0,4.0,6.0,5.0,8.0,4.0,3.0,7.0
119,462,1118,N,clemson,77,130,0.43478260869565216,2,L,,,,,,24.0,,,,,,,,,,23.0,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,463,1118,N,xavier,83,-150,0.6,2,W,8.0,7.0,10.0,8.0,8.0,14.0,9.0,9.0,11.0,8.0,8.0,7.0,12.0,14.0,14.0,12.0,15.0,7.0,14.0,8.0,9.0,12.0,15.0,11.0,8.0,9.0,7.0,8.0,11.0,6.0,11.0,11.0,10.0,7.0,14.0,10.0,11.0,11.0,11.0,11.0,10.0,11.0,14.0,10.0,11.0,4.0,19.0,13.0,11.0,8.0,9.0,8.0,8.0,5.0,13.0,6.0,8.0,16.0,9.0,7.0,12.0,5.0,15.0,10.0,17.0
121,467,1118,N,oklahoma,67,-280,0.7368421052631579,2,L,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,23.0,,,,,,,24.0,,,,,,,,,,,,,,,,,
122,475,1118,N,creighton,103,-1500,0.9375,2,W,21.0,19.0,24.0,18.0,,25.0,22.0,20.0,,22.0,20.0,,20.0,,20.0,,,21.0,25.0,21.0,21.0,19.0,25.0,20.0,21.0,18.0,,19.0,,19.0,23.0,25.0,,21.0,25.0,21.0,24.0,22.0,21.0,,,21.0,23.0,19.0,24.0,20.0,,25.0,18.0,21.0,,,16.0,21.0,21.0,21.0,22.0,,,,20.0,21.0,17.0,19.0,25.0
123,476,1118,N,villanova,96,-900,0.9,2,W,1.0,3.0,2.0,3.0,7.0,2.0,3.0,2.0,3.0,6.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,7.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,5.0,4.0,1.0,1.0,5.0,6.0
124,484,1118,N,pittsburgh,78,110,0.47619047619047616,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,485,1118,N,marquette,75,-130,0.5652173913043478,2,L,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,486,1118,N,michigan,76,100,0.5,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,494,1118,V,monmouth,50,700,0.125,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0
128,495,1118,H,syracuse,71,-1100,0.9166666666666666,2,W,18.0,22.0,16.0,22.0,19.0,22.0,18.0,17.0,14.0,19.0,18.0,17.0,18.0,11.0,22.0,13.0,11.0,16.0,18.0,17.0,19.0,18.0,18.0,13.0,18.0,17.0,15.0,18.0,17.0,14.0,17.0,20.0,13.0,17.0,15.0,18.0,15.0,17.0,17.0,12.0,19.0,18.0,18.0,17.0,20.0,17.0,14.0,12.0,24.0,16.0,,16.0,24.0,23.0,18.0,18.0,20.0,11.0,17.0,16.0,21.0,18.0,,8.0,
129,497,1118,H,tcu,79,-3600,0.972972972972973,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,509,1118,H,kansas,86,-6000,0.9836065573770492,2,W,7.0,6.0,12.0,6.0,5.0,10.0,8.0,6.0,8.0,4.0,6.0,9.0,8.0,6.0,6.0,10.0,7.0,6.0,8.0,7.0,6.0,11.0,7.0,7.0,5.0,7.0,10.0,9.0,6.0,8.0,9.0,7.0,8.0,11.0,7.0,11.0,7.0,7.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,10.0,7.0,10.0,9.0,7.0,5.0,7.0,5.0,8.0,7.0,5.0,5.0,7.0,7.0,9.0,7.0,6.0,7.0,13.0,4.0
131,514,1118,V,new-mexico-state,59,310,0.24390243902439024,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,517,1118,H,arizona,95,-21500,0.9953703703703703,2,W,11.0,11.0,11.0,11.0,12.0,11.0,7.0,10.0,7.0,10.0,11.0,10.0,10.0,8.0,11.0,9.0,5.0,8.0,10.0,10.0,12.0,6.0,10.0,10.0,11.0,11.0,9.0,11.0,7.0,13.0,7.0,9.0,7.0,8.0,6.0,9.0,12.0,9.0,8.0,10.0,8.0,5.0,11.0,7.0,9.0,8.0,9.0,7.0,10.0,10.0,4.0,10.0,11.0,9.0,10.0,10.0,9.0,4.0,12.0,4.0,8.0,13.0,10.0,12.0,10.0
133,519,1119,H,dayton,57,125,0.4444444444444444,2,L,,,,,25.0,,,24.0,,,24.0,25.0,,17.0,,,20.0,,19.0,25.0,,21.0,,,,,23.0,,,,,21.0,19.0,,24.0,,21.0,,,,,,20.0,,,,,,,,22.0,20.0,,24.0,25.0,,,,,20.0,,,14.0,21.0,22.0
134,529,1119,H,byu,81,-3250,0.9701492537313433,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,537,1119,N,duke,78,-3500,0.9722222222222222,2,W,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,6.0,1.0
136,538,1119,N,cincinnati,71,-130,0.5652173913043478,2,L,25.0,21.0,,,15.0,21.0,25.0,25.0,20.0,25.0,,,19.0,,24.0,,,,,23.0,25.0,15.0,23.0,,,24.0,,22.0,,,,,20.0,25.0,,,25.0,,,,,,22.0,,,,,,25.0,25.0,,19.0,23.0,22.0,24.0,24.0,,,25.0,,19.0,22.0,19.0,,21.0
137,539,1119,N,rhode-island,76,110,0.47619047619047616,2,W,22.0,20.0,,19.0,17.0,23.0,23.0,,25.0,21.0,21.0,21.0,23.0,,23.0,24.0,19.0,20.0,23.0,,17.0,14.0,,21.0,22.0,23.0,,23.0,,17.0,21.0,19.0,16.0,24.0,,22.0,,20.0,24.0,,,20.0,24.0,22.0,,21.0,22.0,,19.0,23.0,17.0,21.0,20.0,18.0,23.0,20.0,23.0,22.0,,,22.0,24.0,18.0,18.0,
138,569,1119,H,virginia-tech,88,-4750,0.979381443298969,2,W,,,,,,,,,,,,,24.0,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,23.0,,24.0,,18.0
139,576,1119,V,tennessee-state,74,300,0.25,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,587,1120,H,florida-state,100,-9000,0.989010989010989,2,W,,,,,24.0,,,,,,,,21.0,,21.0,20.0,,,,24.0,,,24.0,24.0,,,,21.0,,,,,,,23.0,,18.0,,,,21.0,,,24.0,,23.0,,,21.0,,20.0,,21.0,20.0,,,,15.0,24.0,23.0,25.0,,,20.0,
141,588,1120,V,yale,38,1500,0.0625,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,589,1120,H,virginia,62,-3000,0.967741935483871,2,W,10.0,9.0,9.0,9.0,6.0,7.0,10.0,8.0,10.0,9.0,9.0,5.0,6.0,10.0,10.0,6.0,10.0,11.0,5.0,9.0,7.0,10.0,8.0,9.0,9.0,8.0,5.0,6.0,10.0,16.0,6.0,10.0,12.0,12.0,9.0,7.0,10.0,10.0,12.0,9.0,11.0,9.0,7.0,9.0,10.0,7.0,4.0,8.0,8.0,9.0,11.0,9.0,10.0,10.0,8.0,9.0,10.0,9.0,8.0,11.0,11.0,7.0,9.0,7.0,5.0
143,593,1120,H,maryland,71,-1100,0.9166666666666666,2,W,,,21.0,,,,24.0,23.0,24.0,23.0,23.0,24.0,,21.0,25.0,25.0,,,,,,,,,,21.0,,,,,24.0,,,,19.0,25.0,,,25.0,19.0,17.0,,,25.0,16.0,22.0,,,23.0,22.0,,,,,16.0,,25.0,,,18.0,,,,,
144,599,1120,H,kentucky,93,NL,0.5,2,W,3.0,2.0,3.0,2.0,3.0,6.0,2.0,4.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,6.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,6.0,1.0,2.0
145,601,1120,H,ucla,114,-2000,0.9523809523809523,2,W,16.0,14.0,14.0,17.0,11.0,,16.0,19.0,18.0,18.0,16.0,18.0,17.0,18.0,18.0,11.0,18.0,18.0,17.0,16.0,11.0,8.0,12.0,19.0,16.0,19.0,18.0,16.0,14.0,23.0,16.0,12.0,17.0,14.0,18.0,16.0,8.0,19.0,10.0,15.0,20.0,15.0,16.0,20.0,,13.0,11.0,18.0,16.0,17.0,25.0,15.0,15.0,13.0,20.0,12.0,17.0,13.0,20.0,25.0,16.0,16.0,16.0,24.0,12.0
146,606,1120,N,clemson,64,-130,0.5652173913043478,2,L,,,,,,24.0,,,,,,,,,,23.0,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,607,1120,N,oklahoma,70,110,0.47619047619047616,2,W,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,23.0,,,,,,,24.0,,,,,,,,,,,,,,,,,
